id,mol_name,formula,kegg_id,pubchem_sid
5501,Piquerol A,C10H14O2,C09887,12073
5502,beta-Pinene,C10H16,C09882,12068
5503,Imidazole-4-acetaldehyde,C5H6N2O,C05130,7550
5504,Pinocarvone,C10H14O,C09884,12070
5505,Lycopodine,C16H25NO,C09883,12069
5506,beta-Obscurine,C17H24N2O,C09890,12076
5507,alpha-Obscurine,C17H26N2O,C09889,12075
5508,4-(beta-Acetylaminoethyl)imidazole,C7H11N3O,C05135,7555
5509,"GDP-3,6-dideoxy-D-galactose",C16H25N5O14P2,C05136,7556
5510,Sterigmatocystin,C18H12O6,C00961,4212
5511,beta-D-Galactose,C6H12O6,C00962,4213
5512,(-)-trans-Carveol,C10H16O,C00964,4215
5513,2-Dehydropantoate,C6H10O4,C00966,4217
5514,Indole-3-ethanol,C10H11NO,C00955,4206
5515,L-2-Aminoadipate,C6H11NO4,C00956,4207
5516,Mercaptopyruvate,C3H4O3S,C00957,4208
5517,Prostaglandin B1,C20H32O4,C00959,4210
5518,"3',5'-Cyclic dAMP",C10H12N5O5P,C00968,4218
5519,3-Hydroxypropanal,C3H6O2,C00969,4219
5520,(9Z)-(12S)-Hydroxyoctadecenoic acid,C18H34O3,C08365,10561
5521,N1-Acetylspermine,C12H28N4O,C02567,5564
5522,(11E)-Octadecenoic acid,C18H34O2,C08367,10563
5523,Carpaine,C28H50N2O4,C10135,12321
5524,Buchananine,C12H15NO7,C10134,12320
5525,Brunfelsamidine,C5H7N3,C10133,12319
5526,Guanidinoethyl methyl phosphate,C4H12N3O4P,C04071,6766
5527,Cryptophorine,C17H27NO,C10139,12325
5528,gamma-Coniceine,C8H15N,C10138,12324
5529,Codonopsine,C14H21NO4,C10137,12323
5530,Cassine,C18H35NO2,C10136,12322
5531,Methylmalonyl-CoA,C25H40N7O19P3S,C02557,5558
5532,Deoxymannojirimycin,C6H13NO4,C10141,12327
5533,Cucurbitine,C5H10N2O2,C10140,12326
5534,Isoflavone 7-O-beta-D-glucoside,C21H20O8,C04074,6769
5535,L-2-Amino-4-chloropent-4-enoate,C5H8ClNO2,C04075,6770
5536,N-Acetylarylamine,C8H9NO,C02558,5559
5537,Kievitone hydrate,C20H22O7,C02549,5553
5538,Acetylagmatine,C7H16N4O,C02131,5210
5539,Luciferyl sulfate,C26H21N3O6S,C02555,5556
5540,Inabenfide,C19H15ClN2O2,C10942,13125
5541,NADP+,C21H28N7O17P3,C00006,3308
5542,Epicainide,C21H26N2O2,C10940,13123
5543,Furalaxyl,C17H19NO4,C10941,13124
5544,"N,N-Diethylphenylacetamide",C12H17NO,C10938,13121
5545,"N-Ethyl-N-methyl-4-(trifluoromethyl)-2-(3,4-dimethoxyphenyl)benzamide",C19H20F3NO3,C10939,13122
5546,"N-(2,6-Dimethylphenyl)-4-[[(diethylamino)acetyl]amino]benzamide",C21H27N3O2,C10936,13119
5547,Bensulfuron methyl,C16H18N4O7S,C10937,13120
5548,CoA,C21H36N7O16P3S,C00010,3312
5549,Isobutylphendienamide,C16H21NO,C10944,13127
5550,Caffeic aldehyde,C9H8O3,C10945,13128
5551,2beta-Hydroxygibberellin 1,C19H24O7,C03579,6371
5552,3''-Adenylylspectinomycin,C24H36N7O13P,C03580,6372
5553,sn-3-O-(Geranylgeranyl)glycerol 1-phosphate,C23H41O6P,C04590,7189
5554,Toluene-cis-dihydrodiol,C7H10O2,C04592,7190
5555,Co-Methyl-Co-5-hydroxybenzimidazolylcob(I)amide,C60H89CoN13O15P-7,C04665,7248
5556,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,C6H13O7PS,C04582,7183
5557,"6-Hydroxyl-1,6-dihydropurine ribonucleoside",C10H14N4O5,C04583,7184
5558,2-Amino-2-methylbutanoate,C5H11NO2,C03571,6363
5559,"2-Chloro-cis,cis-muconate",C6H5ClO4,C03572,6364
5560,2-Formylaminobenzaldehyde,C8H7NO2,C03574,6366
5561,"UDP-N-acetyl-D-galactosamine 4,6-bissulfate",C17H27N3O23P2S2,C04589,7188
5562,"6-Imino-5-oxocyclohexa-1,3-dienecarboxylate",C7H5NO3,C04584,7185
5563,"Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate",C9H16O5,C04586,7186
5564,"3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate",C24H40O5,C04661,7245
5565,NADH,C21H29N7O14P2,C00004,3306
5566,Taurolithocholate sulfate,C26H45NO8S2,C03642,6424
5567,NAD+,C21H27N7O14P2,C00003,3305
5568,Bis-gamma-glutamylcystine,C16H26N4O10S2,C03646,6427
5569,3-Propylmalate,C7H12O5,C02123,5202
5570,Clavamycin A,C16H22N4O9,C06667,8892
5571,Imipenem,C12H17N3O4S,C06665,186607
5572,3-Deoxy-D-manno-octulosonyl-lipid IV(A),C76H142N2O30P2,C06024,8296
5573,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C29H51N3O18P2,C06022,8294
5574,Clavulanate-9-aldehyde,C8H7NO5,C06661,8886
5575,Clavaminic acid,C8H10N2O4,C06660,8885
5576,dTDP-D-glucuronate,C16H24N2O17P2,C06017,8289
5577,Clavulanic acid,C8H9NO5,C06662,8887
5578,Guanidinoproclavaminic acid,C9H16N4O4,C06657,8882
5579,Deoxyguanidinoproclavaminic acid,C9H16N4O3,C06656,8881
5580,Dihydroclavaminic acid,C8H12N2O4,C06659,8884
5581,Proclavaminic acid,C8H14N2O4,C06658,8883
5582,Tubeimoside I,C63H98O29,C08987,11179
5583,Spinasaponin A,C42H66O14,C08984,11176
5584,4-Nitroaniline,C6H6N2O2,C02126,5205
5585,Remikiren,C33H50N4O6S,C07465,9668
5586,Enalkiren,C35H56N6O6,C07466,9669
5587,Chloraminophenamide,C6H8ClN3O4S2,C07460,9663
5588,Chlorothiazide,C7H6ClN3O4S2,C07461,9664
5589,Terfenadine,C32H41NO2,C07463,9666
5590,Ketanserin,C22H22FN3O3,C07464,9667
5591,Isosorbide dinitrate,C6H8N2O8,C07456,9659
5592,Amyl nitrite,C5H11NO2,C07457,9660
5593,Sulfanilamide,C6H8N2O2S,C07458,9661
5594,Dichlorphenamide,C6H6Cl2N2O4S2,C07459,9662
5595,Teicoplanin A2-1,C88H95Cl2N9O33,C13587,853949
5596,Teicoplanin A2-3,C88H97Cl2N9O33,C13588,853950
5597,Cyclopenthiazide,C13H18ClN3O4S2,C13568,853931
5598,Chromomycin A3,C57H82O26,C13569,853932
5599,"4,5-Diphenylimidazole",C15H12N2,C13574,853937
5600,Gemeprost,C23H38O5,C13581,853943
5601,Alprostadil alfadex,C56H94O35,C13548,853913
5602,24-Hydroxycholesterol,C27H46O2,C13550,7846926
5603,Clinprost,C22H36O4,C13552,853916
5604,Prednisolone 21-all-cis-farnesylate,C36H50O6,C13554,586237
5605,Zwittergent 3-14,C19H41NO3S,C11216,13396
5606,p-Fluorophenylalanine,C9H10FNO2,C11217,13397
5607,Yiamoloside B,C43H68O15,C08990,11182
5608,Rovrol,C13H13Cl2N3O3,C11208,13389
5609,Cefoselis,C19H22N8O6S2,C11210,13390
5610,p-Methylaminophenol sulfate,C14H20N2O6S,C11206,13387
5611,Fenapanil,C16H19N3,C11207,13388
5612,SDZ PSC 833,C63H111N11O12,C11213,13393
5613,Thiocarbohydrazide,CH6N4S,C11214,13394
5614,Cefluprenam,C20H25FN8O6S2,C11211,13391
5615,NIK250,C26H27N3O4S2,C11212,13392
5616,Procainamide,C13H21N3O,C07401,9605
5617,Procarbazine,C12H19N3O,C07402,9606
5618,Quinapril,C25H30N2O5,C07398,9602
5619,Pralidoxime,C7H9N2O+,C07400,9604
5620,Propiomazine,C20H24N2OS,C07405,9609
5621,Propoxyphene,C22H29NO2,C07406,9610
5622,Prochlorperazine,C20H24ClN3S,C07403,9607
5623,Promethazine,C17H20N2S,C07404,9608
5624,Propranolol,C16H21NO2,C07407,9611
5625,Protriptyline,C19H21N,C07408,9612
5626,2-Carboxy-2-hydroxy-8-carboxychromene,C11H8O6,C14094,854330
6147,Anagyrine,C15H20N2O,C10750,12933
5627,2-Hydroxy-3-carboxybenzalpyruvate,C11H8O6,C14095,854331
5628,"cis-1,2-Dihydroxy-1,2-dihydro-8-carboxynaphthalene",C11H10O4,C14092,854328
5629,"1,2-Dihydroxy-8-carboxynaphthalene",C11H8O4,C14093,854329
5630,1-Naphthaldehyde,C11H8O,C14090,854326
5631,1-Naphthoic acid,C11H8O2,C14091,854327
5632,3-Methylsalicylate,C8H8O3,C14088,854324
5633,1-Hydroxymethylnaphthalene,C11H10O,C14089,854325
5634,2-Hydroxy-3-methylbenzalpyruvate,C11H10O4,C14086,854322
5635,3-Methylsalicylaldehyde,C8H8O2,C14087,854323
5636,Leukotriene D4,C25H40N2O6S,C05951,8235
5637,2-Methylpropanamine,C4H11N,C02787,5738
5638,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,C11945,14106
5639,"cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid",C10H16O2,C11944,14105
5640,Myrtenal,C10H14O,C11939,14100
5641,Myrtenol,C10H16O,C11938,14099
5642,"(1S,4R)-1-Hydroxy-2-oxolimonene",C10H16O2,C11937,14098
5643,3-Isopropenylpimelyl-CoA,C31H50N7O19P3S,C11936,14097
5644,"trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid",C10H16O2,C11943,14104
5645,"trans-2-Methyl-5-isopropylhexa-2,5-dienal",C10H16O,C11942,14103
5646,Pinocarveol,C10H16O,C11941,14102
5647,Myrtenic acid,C10H14O2,C11940,14101
5648,Sapropterin,C9H15N5O3,"",184489
5649,Propionylglycine,C5H9NO3,"",435803
5650,Pentonic acid,C5H10O6,"",""
5651,N-Acetyl-a-neuraminic acid,C11H19NO9,"",""
5652,N-Acetyl-8-O-methyl-Neuraminic acid,C12H21NO9,"",""
5653,N-Acetyl-9-O-lactoylneuraminic acid,C14H23NO11,"",769622
5654,Octadecanedioic acid,C18H34O4,"",70095
5655,N-Acetylgalactosamine 4-sulphate,C8H15NO9S,"",""
5656,N-Acrylylglycine methyl ester,C6H9NO3,"",""
5657,N-Acetylglycine methyl ester,C5H9NO3,"",249210
5658,14-Dihydroxycornestin,C16H20O6,C08483,10676
5659,Cucurbic acid,C12H20O3,C08482,10675
5660,Simetride,C28H38N2O6,C13460,586199
5661,Coronarian,C12H18N2O12,C08474,10667
5662,Cibarian,C12H18N2O12,C08473,10666
5663,Chelidonic acid,C7H4O6,C08476,10669
5664,Cucumopine,C11H13N3O6,C08475,10668
5665,Dianthramine,C14H11NO6,C08478,10671
5666,Dianthalexin,C14H9NO3,C08477,10670
5667,Indican,C14H17NO6,C08481,10674
5668,6-Hydroxykynurenic acid,C10H7NO4,C08480,10673
5669,"2-methyl-6-phytyl-1,4-benzoquinone",C27H46O2,"",""
5670,12-oxo-cis-9-dodecenoate,C12H20O3,"",""
5671,18-oxooleate,C18H32O3,"",""
5672,"3,4-dihydroxy-2-butanone-4-P",C4H9O6P,"",702192
5673,3-methylthiopropyl-desulfo-glucosinolate,C11H21NO6S2,"",""
5674,benzyl-desulfoglucosinolate,C14H19NO6S,"",""
5675,phospho-hydroxy-threonine,C4H9NO7P-,"",""
5676,episterol,C28H46O,"",3727349
5677,indole-3-acetyl-asp,C14H14N2O5,"",3883186
5678,beta-Lactose,C12H22O11,C01970,5071
5679,beta-Maltose,C12H22O11,C01971,5072
5680,Undecaprenol,C55H90O,C01968,5069
5681,Xanthommatin,C20H13N3O8,C01969,5070
5682,(S)-Mandelate,C8H8O3,C01984,5081
5683,11-Oxosteroid,C19H30O2,C01985,5082
5684,(R)-Amygdalin,C20H27NO11,C01982,5079
5685,Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside),C32H39O20+,C08612,10805
5686,Rubixanthin,C40H56O,C08611,10804
5687,Rhodoxanthin,C40H50O2,C08610,10803
5688,Physalien,C72H116O4,C08609,10802
5689,Norbixin,C24H28O4,C08608,10801
5690,Neurosporaxanthin,C40H52O2,C08607,10800
5691,Neoxanthin,C40H56O4,C08606,10799
5692,Mutatochrome,C40H56O,C08605,10798
5693,Cyanidin 3-O-glucoside,C21H21O11+,C08604,10797
5694,(R)-Mandelate,C8H8O3,C01983,5080
5695,Tiludronic acid,C7H9ClO6P2S,C08141,10341
5696,Frullanolide,C15H20O2,C09454,11645
5697,Gaillardin,C17H22O5,C09455,11646
5698,Farinosin,C15H18O4,C09450,11641
5699,Fastigilin B,C20H26O6,C09451,11642
5700,Fastigilin C,C20H24O6,C09452,11643
5701,Florilenalin,C15H20O4,C09453,11644
5702,Glaucine,C21H25NO4,C09446,11637
5703,10-epi-Eupatoroxin,C20H24O8,C09447,11638
5704,Eupatundin,C20H24O7,C09448,11639
5705,Euponin,C20H24O6,C09449,11640
5706,Acrophylline,C17H17NO3,C10634,12817
5707,Justicidin A,C22H18O7,C10633,12816
5708,Mulberrofuran C,C34H28O9,C08928,11120
5709,Acronidine,C18H17NO4,C10629,12812
5710,Acronycine,C20H19NO3,C10632,12815
5711,Acronycidine,C15H15NO5,C10631,12814
5712,Zinnimidine,C15H19NO3,C10626,12809
5713,Withasomnine,C12H12N2,C10625,12808
5714,cis-Hinokiresinol,C17H16O2,C10628,12811
5715,Hinokinin,C20H18O6,C10627,12810
5716,Pisiferic acid,C20H28O3,C09163,11355
5717,Ergocornine,C31H39N5O5,C09162,11354
5718,2-Oxohept-3-enedioate,C7H8O5,C03063,5963
5719,3-Dehydro-L-threonate,C4H6O5,C03064,5964
5720,Phorbol 12-tiglate 13-decanoate,C35H52O8,C09157,11349
5721,Epivoacorine,C43H52N4O6,C09156,11348
5722,Phorbol,C20H28O6,C09155,11347
5723,Ellipticine,C17H14N2,C09154,11346
5724,Pimelea factor P2,C37H50O9,C09161,11353
5725,Ergine,C16H17N3O,C09160,11352
5726,17beta-Hydroxysteroid,C19H32O2,C03051,5954
5727,"2,3-Dihydrogossypetin",C15H12O8,C03052,5955
5728,(+/-)-6-Hydroxy-3-oxo-alpha-ionone,C13H18O3,C04223,6895
5729,trans-5-O-(4-Coumaroyl)-D-quinate,C16H18O8,C04222,6894
5730,"1,4,5,6-Tetrahydro-6-oxonicotinate",C6H7NO3,C04226,6897
5731,"(Z)-But-2-ene-1,2,3-tricarboxylate",C7H8O6,C04225,6896
5732,"alpha,alpha'-Trehalose 6-mycolate",C44H82O13,C04218,6891
5733,all-trans-Pentaprenyl diphosphate,C25H44O7P2,C04217,6890
5734,"trans-1,2-Dihydrobenzene-1,2-diol",C6H8O2,C04221,6893
5735,alpha-D-Aldosyl beta-D-fructoside,C12H22O11,C04219,6892
5736,1-(Indol-3-yl)propanol 3-phosphate,C11H14NO4P,C04229,6899
5737,1-(4-Hydroxyphenyl)-2-aminoethanol,C8H11NO2,C04227,6898
5738,Funtumine,C21H35NO,C10806,12989
5739,Leiocarposide,C27H34O16,C10805,12988
5740,Cyanuric acid,C3H3N3O3,C06554,8783
5741,Biuret,C2H5N3O2,C06555,8784
5742,Hydroxyatrazine,C8H15N5O,C06552,8781
5743,N-Isopropylammelide,C6H10N4O2,C06553,8782
5744,Piperonal,C8H6O3,C10812,12995
5745,Atrazine,C8H14ClN5,C06551,8780
5746,Paravallarine,C22H33NO2,C10814,12997
5747,Kurchessine,C25H44N2,C10813,12996
5748,"2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine",C5H8N4O2,C06558,8787
5749,Deethylatrazine,C6H10ClN5,C06559,8788
5750,epi-Tulipinolide,C17H22O4,C09566,11757
5751,Isodiospyrin,C22H14O6,C10358,12544
5752,Longifolonine,C17H15NO4,C09569,11760
5753,Bayogenin 3-O-cellobioside,C42H68O15,C08932,11124
5754,Petasitenine,C19H27NO7,C10359,12545
5755,2-C-Methyl-D-erythritol 4-phosphate,C5H13O7P,C11434,13606
5756,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H25N3O14P2,C11435,13607
5757,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H26N3O17P3,C11436,13608
5758,1-Deoxy-D-xylulose 5-phosphate,C5H11O7P,C11437,13609
5759,C-1027 Chromophore,C43H42ClN3O13,C11438,13610
5760,Deshydroxy-C-1027 chromophore,C43H42ClN3O12,C11441,13613
5761,Aromatized C-1027 chromophore,C43H44ClN3O13,C11442,13614
5762,Aromatized deshydroxy-C-1027 chromophore,C43H44ClN3O12,C11443,13615
5763,"4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne",C14H8O2,C11445,13617
5764,"4-Dihydroxyethyl-8,9-epoxy-enediyne",C14H10O3,C11446,13618
5765,Camellidin I,C55H86O25,C08933,11125
5766,Samidin,C21H22O7,C09310,11501
5767,Silychristin,C25H22O10,C08717,10910
5768,Otonecine,C9H15NO3,C10356,12542
5769,Cytisine,C11H14N2O,C10763,12946
5770,"5,6-Dehydrolupanine",C15H22N2O,C10764,12947
5771,Thalicsessine,C22H27NO4,C08714,10907
5772,Nogalonic acid,C20H14O8,C12416,582806
5773,Syringetin,C17H14O8,C11620,13785
5774,Calpurnine,C20H27N3O3,C10757,12940
5775,Tetramethylrosamine,C24H24ClN2O+,C11622,13787
5776,Vinblastine sulfate,C46H60N4O13S,C11626,13791
5777,Pristinamycin IB,C44H52N8O10,C11616,13781
5778,Pristinamycin IC,C44H52N8O10,C11617,13782
5779,Puromycin dihydrochloride,C22H31Cl2N7O5,C11618,13783
5780,Spectinomycin dihydrochloride,C14H26Cl2N2O7,C11619,13784
5781,p-Aminobenzamidine dihydrochloride,C7H11Cl2N3,C11628,13793
5782,Deacetoxycephalosporin C,C14H19N3O6S,C06565,8794
5783,Amlodipine,C20H25ClN2O5,C06825,9043
5784,alpha-L-Arabinose,C5H10O5,C02604,5591
5785,Astemizole,C28H31FN4O,C06832,9050
5786,Anthralin,C14H10O3,C06831,9049
5787,Anisotropine methylbromide,C17H32BrNO2,C06830,9048
5788,Caulophylline,C12H16N2O,C10760,12943
5789,Ipomoeamarone,C15H22O3,C09689,11879
5790,4-(FLUOROPHENYL)-1-CYCLOPROPYLMETHYL-5-(2-AMINO-4-PYRIMIDINYL)IMIDAZOLE,C17H16FN5,C14316,7890384
5791,Benz[a]anthracene,C18H12,C14317,148782
5792,"4',6,7-Trihydroxyisoflavone",C15H10O5,C14314,""
5793,Anthracene,C14H10,C14315,151568
5794,Propazine,C9H16ClN5,C14312,151916
5795,"3',4',7-Trihydroxyisoflavone",C15H10O5,C14313,3881497
5796,Picloram,C6H3Cl3N2O2,C14310,159245
5797,4-Propylphenol,C9H12O,C14311,155908
5798,"5-Chloro-1,2,4-trihydroxybenzene",C6H5ClO3,C07102,9313
5799,"2,4,5-Trichlorophenol",C6H3Cl3O,C07101,9312
5800,Loxapine,C18H18ClN3O,C07104,9315
5801,"2-Hydroxy-1,4-benzoquinone",C6H4O3,C07103,9314
5802,"2,4,6-Trichlorophenol",C6H3Cl3O,C07098,9309
5803,"2,6-Dichlorohydroquinone",C6H4Cl2O2,C07097,9308
5804,"2,4,5-Trichlorophenoxyacetic acid",C8H5Cl3O3,C07100,9311
5805,SR 141716,C22H21Cl3N4O,C14319,789414
5806,Dihydrokalafungin,C16H14O6,C12436,582826
5807,Geniposide pentaacetate,C27H34O15,C11639,13804
5808,alpha-Irone,C14H22O,C09690,11880
5809,3-Amino-2-oxopropyl phosphate,C3H8NO5P,C11638,13803
5810,(-)-Sympatol,C9H13NO2,C01869,4983
5811,(R)-2-Methylmalate,C5H8O5,C02612,5597
5812,(R)-Vicianin,C19H25NO10,C01870,4984
5813,"1,4-Dithiane",C4H8S2,C01871,4985
5814,13-Dihydrocarminomycin,C26H29NO10,C12431,582821
5815,D-Mannosylglycoprotein,C34H57N5O23,C03268,6131
5816,13-Dihydrodaunorubicin,C27H31NO10,C12430,582820
5817,Illudin M,C15H20O3,C09687,11877
5818,13-Deoxydaunorubicin,C27H31NO9,C12429,582819
5819,"L-2,4-Diaminobutanoate",C4H10N2O2,C03283,6142
5820,(S)-2-Methylmalate,C5H8O5,C02614,5599
5821,13-Deoxycarminomycin,C26H29NO9,C12428,582818
5822,Umbelliferone,C9H6O3,C09315,11506
5823,5-Deoxodihydrokalafungin,C16H16O5,C12435,582825
5824,Trioxsalen,C14H12O3,C09314,11505
5825,(S)-DNPA,C16H14O5,C12434,582824
5826,Indicaxanthin,C14H16N2O6,C08549,10742
5827,Scorpioidin,C16H20O4,C09548,11739
5828,(13S)-13-Dihydrodaunorubicin,C27H31NO10,C12433,582823
5829,Seselin,C14H12O3,C09312,11503
5830,Carminomycin,C26H27NO10,C12432,582822
5831,Scoparone,C11H10O4,C09311,11502
5832,Taurolithocholate,C26H45NO5S,C02592,5584
5833,Lemildipine,C20H22Cl2N2O6,C12551,582941
5834,Methyprylon,C10H17NO2,C12550,582940
5835,Oxabolone cipionate,C26H38O4,C12549,582939
5836,Nadifloxacin,C19H21FN2O4,C12547,582937
5837,Iguratimod,C17H14N2O6S,C12546,582936
5838,Azelnidipine,C33H34N4O6,C12544,582934
5839,Prulifloxacin,C21H20FN3O6S,C12543,582933
5840,Sulfadimethoxine,C12H14N4O4S,C12541,582931
5841,Rutarin,C20H24O10,C09309,11500
5842,Pazufloxacin,C16H15FN2O4,C12553,582943
5843,Oxethazaine,C28H41N3O3,C12552,582942
5844,Saupirin,C19H22O6,C09547,11738
5845,"(R)-Propane-1,2-diol",C3H8O2,C02912,5836
5846,Psoralen,C11H6O3,C09305,11496
5847,Tetradecanoyl-CoA,C35H62N7O17P3S,C02593,5585
5848,Chrysophanic acid 9-anthrone,C15H12O3,C10314,12500
5849,Chrysophanol,C15H10O4,C10315,12501
5850,Chrysazin,C14H8O4,C10312,12498
5851,Isococculidine,C18H23NO2,C09546,11737
5852,Chryso-obtusin glucoside,C25H28O12,C10313,12499
5853,Conocurvone,C60H56O11,C10318,12504
5854,Thien-2-ylacetate,C6H6O2S,C02595,5586
5855,Heliosupine,C20H31NO7,C10319,12505
5856,Chrysophanol 8-O-beta-D-glucoside,C21H20O9,C10316,12502
5857,Primidolol,C17H23N3O4,C11774,13938
5858,"2,3-Dihydroxy-3-methylpentanoate",C6H12O4,C04104,6795
5859,Jatrorrhizine,C20H20NO4+,C09553,11744
5860,Undecanoic acid,C11H22O2,"",17735
5861,Tricosanamide,C41H81NO3,"",""
5862,Phenylacetyl-CoA,C29H42N7O17P3S,C00582,3861
5863,"Propane-1,2-diol",C3H8O2,C00583,3862
5864,Dimethyl sulfide,C2H6S,C00580,3859
5865,Guanidinoacetate,C3H7N3O2,C00581,3860
5866,D-Glyceraldehyde,C3H6O3,C00577,3856
5867,Dihydrolipoamide,C8H17NOS2,C00579,3858
5868,Usambarine,C30H34N4,C09250,11441
5869,Cholesteryl,C27H45,"",""
5870,Taurallocholic acid,C26H45NO7S,"",""
5871,Valerylglycine,C7H13NO3,"",""
5872,Tauro-b-muricholic acid,C26H45NO7S,"",745889
5873,Cornudentanone,C22H34O5,C10320,12506
5874,Estrololactone,C18H22O3,C14496,3885042
5875,6beta-Hydroxytestosterone,C19H28O3,C14497,207550
5876,Gypsogenin,C30H46O4,C08950,11142
5877,psi-Rhodomyrtoxin,C24H28O7,C08951,11143
5878,beta-Pyrufuran,C15H14O5,C08948,11140
5879,Gypenoside XXV,C47H78O18,C08949,11141
5880,Ginsenoside Rg1,C42H72O14,C08946,11138
5881,Gymnemic acid I,C43H66O14,C08947,11139
5882,Ginsenoside Re,C48H82O18,C08944,11136
5883,Ginsenoside Rf,C42H72O14,C08945,11137
5884,Luteolinidin,C15H11O5+,C08652,10845
5885,Malonylawobanin,C39H39O22+,C08653,10846
5886,Gypsogenin 3-O-rhamnosylglucuronide,C42H64O14,C08952,11144
5887,Hederagenin 3-O-arabinoside,C35H56O8,C08953,11145
5888,"alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine",C25H42N2O19,C04886,7438
5889,"8-Benzyl-2-(4-hydroxybenzyl)-6-(4-hydroxyphenyl)imidazo-[1,2a]pyrazin-3(7H)-one",C25H22N4O3,C04888,7440
5890,Usambarensine,C29H28N4,C09249,11440
5891,"(7E,9E,11Z,14Z)-(5S,6R)-6-(Cystein-S-yl)-5-hydroxyeicosa-7,9,11,14-tetraenoate",C23H37NO5S,C04879,7431
5892,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol",C71H118N2O17P2,C04881,7433
5893,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,C41H65N9O28P2,C04882,7434
5894,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone",C17H25NO3,C04883,7435
5895,"(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol",C17H27NO3,C04875,7427
5896,N-Acetyl-D-glucosaminyl-N-acetylmuramoyl-L-Ala-D-glutamyl-6-carboxy-L-lysine,C33H54N6O20,C04876,7428
5897,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C35H55N7O26P2,C04877,7429
5898,"alpha-D-Galactosyl-1,3-D-galactosylbeta-1,4-N-acetyglucosaminyl-glycopeptide",C48H84N8O27,C04878,7430
5899,Ferrocytochrome b1,C36H36FeN4O2,C00998,4244
5900,Formylmethanofuran,C35H44N4O16,C01001,4247
5901,4-Hydroxybutanoic acid,C4H8O3,C00989,4235
5902,5-Aminopentanamide,C5H12N2O,C00990,4236
5903,"1,3-Diaminopropane",C3H10N2,C00986,4233
5904,2-Phosphoglycolate,C2H5O6P,C00988,4234
5905,D-Prephenyllactate,C13H14O8,C00994,4240
5906,Ferricytochrome b1,C36H36FeN4O2+,C00995,4241
5907,Aquacob(III)alamin,C62H91CoN13O15P+2,C00992,4238
5908,D-Alanyl-D-alanine,C6H12N2O3,C00993,4239
5909,Warfarin,C19H16O4,C01541,4702
5910,Isothebaine,C19H21NO3,C09550,11741
5911,Vincamine,C21H26N2O3,C09251,11442
5912,Integerressine,C33H38N4O4,C10006,12192
5913,o-Cresol,C7H8O,C01542,4703
5914,Toxiferine I,C40H46N4O2+2,C09246,11437
5915,"2',3,4',6'-Tetrachloro-4-biphenylol",C12H6Cl4O,C14380,841816
5916,3-O-Mycarosylerythronolide B,C28H50O10,C06630,8856
5917,"4-Hydroxy-2,3,3',4',5-pentachlorobiphenyl",C12H5Cl5O,C14381,755177
5918,"4-Hydroxy-2,2',3,4',5,5',6-heptachlorobiphenyl",C12H3Cl7O,C14382,755233
5919,Nicotyrine,C10H10N2,C10161,12347
5920,Myosmine,C9H10N2,C10160,12346
5921,16-Ketoestradiol,C18H22O3,C14383,208501
5922,Isolobinine,C18H25NO2,C10153,12339
5923,(-)-Hygroline,C8H17NO,C10152,12338
5924,Lentiginosine,C8H15NO2,C10155,12341
5925,Juliflorine,C40H75N3O2,C10154,12340
5926,Lobelanine,C22H25NO2,C10157,12343
5927,Lobelanidine,C22H29NO2,C10156,12342
5928,(+)-N-Methylconiine,C9H19N,C10159,12345
5929,Mearsine,C9H13NO,C10158,12344
5930,3-Ethylphenol,C8H10O,C14386,155415
5931,Phenothrin,C23H26O3,C14387,175137
5932,"2,6-Dimethylaniline",C8H11N,C11004,13187
5933,Isoproturon,C12H18N2O,C11005,13188
5934,Isoflavone,C15H10O2,C00799,4057
5935,"2,6-Dichloro-4-nitroaniline",C6H4Cl2N2O2,C11000,13183
5936,"2,6-Diethylaniline",C10H15N,C11001,13184
5937,Isofenphos,C15H24NO4PS,C11002,13185
5938,"2,4-Dimethylaniline",C8H11N,C11003,13186
5939,Daminozide,C6H12N2O3,C10996,13179
